"adUrl","companyName","htmlDetailPageKey","jobTitle","location","publishedInfoText","salary","scrapedAt","source","sourceId"
"https://www.jobs.cz/rpd/2000874556/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","Profinit EU, s.r.o.","job-html-2000874556.html","IT/Business Analyst","Praha – Karlín","Příležitost dne",,"2025-12-19T17:25:55.604Z","jobs.cz","2000874556"
"https://www.jobs.cz/rpd/2000380187/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","Profinit EU, s.r.o.","job-html-2000380187.html","Kotlin/Java Developer","Praha – Karlín","Příležitost dne",,"2025-12-19T17:25:56.016Z","jobs.cz","2000380187"
"https://www.jobs.cz/rpd/2000930746/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","Profinit EU, s.r.o.","job-html-2000930746.html","AI Engineer","Praha – Karlín","Příležitost dne",,"2025-12-19T17:26:00.318Z","jobs.cz","2000930746"
"https://www.jobs.cz/rpd/2000934904/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","Atlas Copco Services s.r.o.","job-html-2000934904.html",".NET DEVELOPER (AZURE) (CT BA)","Brno","Příležitost dne","60 000 – 110 000 Kč","2025-12-19T17:26:01.151Z","jobs.cz","2000934904"
"https://www.jobs.cz/rpd/2000862264/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","NEECO s.r.o.","job-html-2000862264.html","Vedoucí skladu","Praha – Michle","Aktualizováno před 13 minutami",,"2025-12-19T17:26:06.295Z","jobs.cz","2000862264"
"https://www.jobs.cz/rpd/2000869037/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","innogy Česká republika a.s.","job-html-2000869037.html","Cyber Security Architekt","Praha – Strašnice + 1 další lokalita","Příležitost dne",,"2025-12-19T17:26:07.102Z","jobs.cz","2000869037"
"https://www.jobs.cz/rpd/2000773058/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","Johnson Controls Building Solutions, spol. s r.o.","job-html-2000773058.html","Programátor C#","Brno – Žabovřesky","Příležitost dne",,"2025-12-19T17:26:07.129Z","jobs.cz","2000773058"
"https://www.jobs.cz/rpd/2000783411/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=228","O2 Czech Republic a.s.","job-html-2000783411.html","Senior Network Engineer – Mobile PS Core (EPC + 5GC) (m/ž)","Praha – Michle","Příležitost dne",,"2025-12-19T17:26:08.807Z","jobs.cz","2000783411"
"https://www.jobs.cz/rpd/2000936882/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","TRESCON Executive Search s.r.o.","job-html-2000936882.html","ERP Key User –  Controlling & procesní řízení","okres Opava","Aktualizováno před 46 minutami",,"2025-12-19T17:26:10.310Z","jobs.cz","2000936882"
"https://www.jobs.cz/rpd/2000803447/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","VOLKSWAGEN GROUP SERVICES, s.r.o.","job-html-2000803447.html","IT Specialist - m/ž","Praha – Vysočany","Aktualizováno před 39 minutami",,"2025-12-19T17:26:10.883Z","jobs.cz","2000803447"
"https://www.jobs.cz/rpd/2000896295/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","CreaSoft,s.r.o.","job-html-2000896295.html","JSI KREATIVNÍ A NADŠENÝ C# VÝVOJÁŘ/VÝVOJÁŘKA?","Praha – Libeň","Končí za 3 dny","45 000 – 90 000 Kč","2025-12-19T17:26:13.499Z","jobs.cz","2000896295"
"https://www.jobs.cz/rpd/2000503395/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","BDO Group s.r.o.","job-html-2000503395.html","IT consultant","Praha – Chodov","Přidáno před 33 minutami",,"2025-12-19T17:26:15.531Z","jobs.cz","2000503395"
"https://www.jobs.cz/rpd/2000807367/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","EY","job-html-2000807367.html","Tester - Digital Engineering","Ostrava – Moravská Ostrava","Přidáno před hodinou",,"2025-12-19T17:26:17.994Z","jobs.cz","2000807367"
"https://www.jobs.cz/rpd/2000609212/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","EY","job-html-2000609212.html","Senior technický konzultant - Cyber Security","Praha – Nové Město","Přidáno před hodinou",,"2025-12-19T17:26:19.112Z","jobs.cz","2000609212"
"https://www.jobs.cz/rpd/2000690980/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","NTT Czech Republic s.r.o.","job-html-2000690980.html","Network Security Engineer (L3) - Dutch Speaker","Praha – Krč","Aktualizováno před hodinou",,"2025-12-19T17:26:21.108Z","jobs.cz","2000690980"
"https://www.jobs.cz/rpd/2000641275/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","Siemens, s.r.o.","job-html-2000641275.html","Integration tester (f/m/d)","Praha – Stodůlky","Přidáno před hodinou",,"2025-12-19T17:26:27.720Z","jobs.cz","2000641275"
"https://www.jobs.cz/rpd/2000895182/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","rohlik.cz","job-html-2000895182.html","Engineering Manager","Praha","Aktualizováno před hodinou",,"2025-12-19T17:26:27.897Z","jobs.cz","2000895182"
"https://www.jobs.cz/rpd/2000812255/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","Siemens, s.r.o.","job-html-2000812255.html","PLC Test Engineer ( m/ž/d)","Praha – Stodůlky","Přidáno před hodinou",,"2025-12-19T17:26:28.899Z","jobs.cz","2000812255"
"https://www.jobs.cz/rpd/2000863824/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","NTT Czech Republic s.r.o.","job-html-2000863824.html","Network Security Engineer (L3)","Praha – Krč","Aktualizováno před hodinou",,"2025-12-19T17:26:29.023Z","jobs.cz","2000863824"
"https://www.jobs.cz/rpd/2000923638/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","IT Operations s.r.o.","job-html-2000923638.html","IT Podpora: Zachraňuj dny lidem po celém světě!","Praha – Hostivař","Aktualizováno před hodinou",,"2025-12-19T17:26:29.993Z","jobs.cz","2000923638"
"https://www.jobs.cz/rpd/2000896974/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","Povodí Odry, státní podnik","job-html-2000896974.html","INFORMATIK/ČKA – SYSTÉMOVÝ SPECIALISTA  A TECHNIK VÝPOČETNÍ TECHNIKY","Ostrava – Moravská Ostrava","Končí za 3 dny",,"2025-12-19T17:26:32.199Z","jobs.cz","2000896974"
"https://www.jobs.cz/rpd/2000936789/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","Electree","job-html-2000936789.html","IT Manager / IT Delivery Lead","Praha – Nusle","Aktualizováno před 2 hodinami",,"2025-12-19T17:26:32.810Z","jobs.cz","2000936789"
"https://www.jobs.cz/rpd/2000948125/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","KKCG Services a.s.","job-html-2000948125.html","Systémový administrátor/ L2 Administrátor","Praha – Vokovice","Přidáno před 2 hodinami",,"2025-12-19T17:26:33.811Z","jobs.cz","2000948125"
"https://www.jobs.cz/rpd/2000948142/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","OKsystem a.s.","job-html-2000948142.html","Obchodník HRIS OKbase","Praha – Nusle","Přidáno před 2 hodinami",,"2025-12-19T17:26:34.899Z","jobs.cz","2000948142"
"https://www.jobs.cz/rpd/2000910475/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","Avenga Czechia s.r.o.","job-html-2000910475.html","IT Business Analyst","Praha – Libeň","Aktualizováno před 2 hodinami",,"2025-12-19T17:26:35.030Z","jobs.cz","2000910475"
"https://www.jobs.cz/rpd/2000896972/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","Powertica Commodities AG, odštěpný závod","job-html-2000896972.html","Python Developer","Praha – Nové Město","Končí za 3 dny",,"2025-12-19T17:26:36.183Z","jobs.cz","2000896972"
"https://www.jobs.cz/rpd/2000910443/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","People Consulting s.r.o.","job-html-2000910443.html","🔥 Senior Kotlin/Java Developer nebo Architekt","Praha","Aktualizováno před 2 hodinami","80 000 – 120 000 Kč","2025-12-19T17:26:40.632Z","jobs.cz","2000910443"
"https://www.jobs.cz/rpd/2000948113/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","SYNTHOS Kralupy a.s.","job-html-2000948113.html","Expert pro automatizaci ve výrobní společnosti - specialista DCS, PLC","Kralupy nad Vltavou – Lobeček","Přidáno před 2 hodinami",,"2025-12-19T17:26:42.519Z","jobs.cz","2000948113"
"https://www.jobs.cz/rpd/2000862105/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","AUREL CZ s.r.o.","job-html-2000862105.html","Koordinátor týmu Vývojářů aplikací pro iPhone","Mladá Boleslav – Čejetice","Aktualizováno před 2 hodinami",,"2025-12-19T17:26:42.713Z","jobs.cz","2000862105"
"https://www.jobs.cz/rpd/2000818932/?searchId=49300d8c-fee0-4bfa-926c-1c848ca492e1&rps=233","AERO Vodochody AEROSPACE a.s.","job-html-2000818932.html","Přidej se k nám jako Specialista informační bezpečnosti 🛡️","Odolena Voda – Dolínek","Přidáno před 2 hodinami",,"2025-12-19T17:26:46.062Z","jobs.cz","2000818932"
"https://www.jobs.cz/rpd/2000948111/?searchId=0011582c-1279-4424-9501-7a8756ddee26&rps=233","JERUS a.s.","job-html-2000948111.html","Technický manažer","Karlovy Vary – Dvory","Přidáno před 2 hodinami",,"2025-12-19T17:26:48.755Z","jobs.cz","2000948111"
"https://www.jobs.cz/rpd/2000948094/?searchId=0011582c-1279-4424-9501-7a8756ddee26&rps=233","SCHEDL Automotive System Service, s.r.o.","job-html-2000948094.html","IT specialista/specialistka","Rychnov nad Kněžnou – Lipovka","Přidáno před 2 hodinami",,"2025-12-19T17:26:49.813Z","jobs.cz","2000948094"
"https://www.jobs.cz/rpd/2000745238/?searchId=0011582c-1279-4424-9501-7a8756ddee26&rps=233","Omega Optix, s.r.o.","job-html-2000745238.html","IT Trainee","Brandýs nad Labem-Stará Boleslav – Brandýs nad Labem","Přidáno před 2 hodinami",,"2025-12-19T17:26:50.611Z","jobs.cz","2000745238"
"https://www.jobs.cz/rpd/2000910434/?searchId=0011582c-1279-4424-9501-7a8756ddee26&rps=233","GE Aviation Czech s.r.o.","job-html-2000910434.html","Digital Site Support Specialist (Site IT Specialist)","Praha – Letňany","Aktualizováno před 2 hodinami",,"2025-12-19T17:26:52.401Z","jobs.cz","2000910434"
"https://www.jobs.cz/rpd/2000948093/?searchId=0011582c-1279-4424-9501-7a8756ddee26&rps=233","SYNTHOS Kralupy a.s.","job-html-2000948093.html","Expert pro automatizaci ve výrobní společnosti - specialista OT sítí","Kralupy nad Vltavou – Lobeček","Přidáno před 2 hodinami",,"2025-12-19T17:26:52.603Z","jobs.cz","2000948093"
